Years,Time,Air density,wind speed,Power generation
07-05-2019 04:00,1613,1.17,6.133,1177.65
07-05-2019 05:00,1614,1.168,4.9,592.61
07-05-2019 06:00,1615,1.166,3.372,149.639
07-05-2019 07:00,1616,1.165,4.535,462.289
07-05-2019 08:00,1617,1.166,6.719,1524.874
07-05-2019 09:00,1618,1.168,7.395,1971.888
07-05-2019 10:00,1619,1.171,7.594,2103.238
07-05-2019 11:00,1620,1.175,7.659,2151.881
07-05-2019 12:00,1621,1.179,7.551,2071.236
07-05-2019 13:00,1622,1.182,7.589,2097.897
07-05-2019 14:00,1623,1.185,7.861,2284.518
07-05-2019 15:00,1624,1.188,7.806,2246.263
07-05-2019 16:00,1625,1.19,6.426,1348.233
07-05-2019 17:00,1626,1.193,6.659,1486.932
07-05-2019 18:00,1627,1.195,7.65,2145.457
07-05-2019 19:00,1628,1.197,8.479,2707.738
07-05-2019 20:00,1629,1.199,8.462,2695.924
07-05-2019 21:00,1630,1.199,7.321,1916.412
07-05-2019 22:00,1631,1.194,5.879,1040.127
07-05-2019 23:00,1632,1.186,5.474,839.193
08-05-2019 00:00,1633,1.178,6.714,1524.739
08-05-2019 01:00,1634,1.172,8.767,2901.775
08-05-2019 02:00,1635,1.168,10.094,3687.79
08-05-2019 03:00,1636,1.164,9.052,3089.386
08-05-2019 04:00,1637,1.162,8.076,2436.476
08-05-2019 05:00,1638,1.161,6.919,1656.44
08-05-2019 06:00,1639,1.162,5.874,1037.388
08-05-2019 07:00,1640,1.164,6.809,1581.031
08-05-2019 08:00,1641,1.167,7.497,2036.498
08-05-2019 09:00,1642,1.17,7.481,2024.083
08-05-2019 10:00,1643,1.175,6.839,1600.47
08-05-2019 11:00,1644,1.18,6.201,1216.35
08-05-2019 12:00,1645,1.184,6.491,1389.851
08-05-2019 13:00,1646,1.188,8.923,3006.152
08-05-2019 14:00,1647,1.192,10.106,3693.95
08-05-2019 15:00,1648,1.196,10.089,3683.607
08-05-2019 16:00,1649,1.199,10.352,3817.433
08-05-2019 17:00,1650,1.203,10.518,3890.711
08-05-2019 18:00,1651,1.206,11.47,4262.609
08-05-2019 19:00,1652,1.208,11.657,4322.94
08-05-2019 20:00,1653,1.211,10.637,3943.97
08-05-2019 21:00,1654,1.21,9.359,3274.71
08-05-2019 22:00,1655,1.205,8.792,2917.732
08-05-2019 23:00,1656,1.194,8.302,2592.618
09-05-2019 00:00,1657,1.185,7.291,1895.584
09-05-2019 01:00,1658,1.179,6.089,1153.693
09-05-2019 02:00,1659,1.174,5.231,729.293
09-05-2019 03:00,1660,1.17,4.547,464.046
09-05-2019 04:00,1661,1.167,4.197,350.861
09-05-2019 05:00,1662,1.165,3.096,100.593
09-05-2019 06:00,1663,1.163,2.893,72.051
09-05-2019 07:00,1664,1.163,4.721,524.82
09-05-2019 08:00,1665,1.163,5.67,933.491
09-05-2019 09:00,1666,1.166,6.789,1568.209
09-05-2019 10:00,1667,1.169,7.806,2246.218
09-05-2019 11:00,1668,1.174,8.309,2592.65
09-05-2019 12:00,1669,1.179,8.155,2489.857
09-05-2019 13:00,1670,1.183,7.675,2159.461
09-05-2019 14:00,1671,1.187,7.068,1747.904
09-05-2019 15:00,1672,1.191,6.235,1240.277
09-05-2019 16:00,1673,1.195,4.905,594.583
09-05-2019 17:00,1674,1.199,2.676,47.747
09-05-2019 18:00,1675,1.202,0.747,0
09-05-2019 19:00,1676,1.206,2.545,36.704
09-05-2019 20:00,1677,1.209,5.027,646.107
09-05-2019 21:00,1678,1.208,7.228,1853.073
09-05-2019 22:00,1679,1.201,8.56,2762.458
09-05-2019 23:00,1680,1.191,9.399,3303.606
10-05-2019 00:00,1681,1.181,9.387,3291.294
10-05-2019 01:00,1682,1.172,8.388,2645.76
10-05-2019 02:00,1683,1.165,8,2379.792
10-05-2019 03:00,1684,1.159,8.429,2674.323
10-05-2019 04:00,1685,1.154,8.82,2934.445
10-05-2019 05:00,1686,1.15,8.535,2748.632
10-05-2019 06:00,1687,1.148,7.908,2317.759
10-05-2019 07:00,1688,1.148,9.695,3473.71
10-05-2019 08:00,1689,1.149,11.1,4136.373
10-05-2019 09:00,1690,1.153,11.421,4246.129
10-05-2019 10:00,1691,1.16,11.018,4101.773
10-05-2019 11:00,1692,1.169,10.656,3953.987
10-05-2019 12:00,1693,1.176,10.218,3749.197
10-05-2019 13:00,1694,1.182,9.765,3509.775
10-05-2019 14:00,1695,1.188,9.316,3248.508
10-05-2019 15:00,1696,1.192,9.082,3102.923
10-05-2019 16:00,1697,1.195,9.467,3340.827
10-05-2019 17:00,1698,1.199,10.26,3768.995
10-05-2019 18:00,1699,1.202,11.167,4157.151
10-05-2019 19:00,1700,1.204,11.724,4341.998
10-05-2019 20:00,1701,1.207,11.993,4420.922
10-05-2019 21:00,1702,1.207,12.071,4439.632
10-05-2019 22:00,1703,1.2,11.832,4373.721
10-05-2019 23:00,1704,1.191,11.505,4275.925
11-05-2019 00:00,1705,1.182,11.096,4132.948
11-05-2019 01:00,1706,1.175,10.912,4059.023
11-05-2019 02:00,1707,1.168,10.588,3923.113
11-05-2019 03:00,1708,1.162,10.219,3749.146
11-05-2019 04:00,1709,1.157,9.715,3484.955
11-05-2019 05:00,1710,1.153,8.629,2808.2
11-05-2019 06:00,1711,1.152,8.005,2386.762
11-05-2019 07:00,1712,1.151,7.608,2111.565
11-05-2019 08:00,1713,1.152,7.17,1821.204
11-05-2019 09:00,1714,1.156,6.527,1406.295
11-05-2019 10:00,1715,1.161,5.88,1040.731
11-05-2019 11:00,1716,1.168,5.504,853.118
11-05-2019 12:00,1717,1.174,5.225,726.558
11-05-2019 13:00,1718,1.178,5.087,668.011
11-05-2019 14:00,1719,1.182,5.369,790.612
11-05-2019 15:00,1720,1.185,6.186,1210.097
11-05-2019 16:00,1721,1.188,7.403,1975.358
11-05-2019 17:00,1722,1.191,8.889,2979.303
11-05-2019 18:00,1723,1.193,9.788,3522.81
11-05-2019 19:00,1724,1.195,9.841,3551.643
11-05-2019 20:00,1725,1.197,9.277,3224.824
11-05-2019 21:00,1726,1.197,9.226,3193.43
11-05-2019 22:00,1727,1.192,8.906,2993.188
11-05-2019 23:00,1728,1.181,8.481,2709.597
12-05-2019 00:00,1729,1.171,8.222,2532.439
12-05-2019 01:00,1730,1.162,8.012,2393.49
12-05-2019 02:00,1731,1.156,7.586,2097.838
12-05-2019 03:00,1732,1.152,7.313,1909.903
12-05-2019 04:00,1733,1.148,7.044,1731.687
12-05-2019 05:00,1734,1.145,5.259,741.364
12-05-2019 06:00,1735,1.144,3.633,204.848
12-05-2019 07:00,1736,1.143,3.322,138.859
12-05-2019 08:00,1737,1.144,3.901,270.192
12-05-2019 09:00,1738,1.147,5.212,720.897
12-05-2019 10:00,1739,1.153,5.562,885.309
12-05-2019 11:00,1740,1.159,5.764,980.961
12-05-2019 12:00,1741,1.165,6.046,1132.683
12-05-2019 13:00,1742,1.17,6.308,1277.031
12-05-2019 14:00,1743,1.175,6.55,1420.326
12-05-2019 15:00,1744,1.179,6.754,1552.06
12-05-2019 16:00,1745,1.183,6.429,1348.333
12-05-2019 17:00,1746,1.186,7.232,1856.961
12-05-2019 18:00,1747,1.188,8.838,2947.655
12-05-2019 19:00,1748,1.191,10.117,3697.432
12-05-2019 20:00,1749,1.193,10.596,3928.186
12-05-2019 21:00,1750,1.192,10.225,3751.544
12-05-2019 22:00,1751,1.186,10.117,3697.161
12-05-2019 23:00,1752,1.178,10.095,3689.386
13-05-2019 00:00,1753,1.171,9.877,3571.299
13-05-2019 01:00,1754,1.164,9.767,3510.881
13-05-2019 02:00,1755,1.16,9.994,3633.531
13-05-2019 03:00,1756,1.156,8.87,2967.29
13-05-2019 04:00,1757,1.154,7.148,1806.639
13-05-2019 05:00,1758,1.154,6.043,1129.383
13-05-2019 06:00,1759,1.154,5.458,835.85
13-05-2019 07:00,1760,1.156,6.583,1444.418
13-05-2019 08:00,1761,1.159,8.805,2928.057
13-05-2019 09:00,1762,1.164,10.248,3762.996
13-05-2019 10:00,1763,1.169,11.358,4225.66
13-05-2019 11:00,1764,1.176,11.821,4370.57
13-05-2019 12:00,1765,1.181,11.204,4170.632
13-05-2019 13:00,1766,1.185,10.086,3683.732
13-05-2019 14:00,1767,1.189,9.492,3358.633
13-05-2019 15:00,1768,1.191,9.057,3089.318
13-05-2019 16:00,1769,1.193,7.772,2224.243
13-05-2019 17:00,1770,1.195,5.83,1014.867
13-05-2019 18:00,1771,1.197,6.15,1187.034
13-05-2019 19:00,1772,1.199,6.928,1657.994
13-05-2019 20:00,1773,1.2,7.429,1989.019
13-05-2019 21:00,1774,1.199,7.959,2351.285
13-05-2019 22:00,1775,1.194,7.962,2353.91
13-05-2019 23:00,1776,1.187,7.352,1941.579
14-05-2019 00:00,1777,1.181,7.237,1864.228
14-05-2019 01:00,1778,1.177,7.476,2020.138
14-05-2019 02:00,1779,1.173,7.287,1894.672
14-05-2019 03:00,1780,1.171,7.321,1916.113
14-05-2019 04:00,1781,1.168,7.427,1988.978
14-05-2019 05:00,1782,1.167,7.61,2111.838
14-05-2019 06:00,1783,1.166,8.212,2525.463
14-05-2019 07:00,1784,1.166,10.268,3772.573
14-05-2019 08:00,1785,1.167,11.953,4407.758
14-05-2019 09:00,1786,1.169,12.86,4618.807
14-05-2019 10:00,1787,1.172,13.723,4758.709
14-05-2019 11:00,1788,1.176,13.882,4779.147
14-05-2019 12:00,1789,1.18,13.424,4715.964
14-05-2019 13:00,1790,1.183,12.788,4604.653
14-05-2019 14:00,1791,1.186,11.828,4372.701
14-05-2019 15:00,1792,1.189,10.302,3789.153
14-05-2019 16:00,1793,1.192,8.481,2709.411
14-05-2019 17:00,1794,1.194,6.725,1530.647
14-05-2019 18:00,1795,1.196,6.357,1307.047
14-05-2019 19:00,1796,1.199,6.286,1264.358
14-05-2019 20:00,1797,1.201,6.325,1289.702
14-05-2019 21:00,1798,1.2,5.797,1002.819
14-05-2019 22:00,1799,1.193,4.33,391.589
14-05-2019 23:00,1800,1.181,2.411,26.209
15-05-2019 00:00,1801,1.171,2.127,11.907
15-05-2019 01:00,1802,1.164,3.453,166.008
15-05-2019 02:00,1803,1.158,5.217,723.048
15-05-2019 03:00,1804,1.153,7.118,1786.108
15-05-2019 04:00,1805,1.148,8.533,2748.635
15-05-2019 05:00,1806,1.144,7.026,1720.473
15-05-2019 06:00,1807,1.141,5.25,737.364
15-05-2019 07:00,1808,1.139,5.801,1004.13
15-05-2019 08:00,1809,1.139,7.362,1944.932
15-05-2019 09:00,1810,1.141,7.959,2351.544
15-05-2019 10:00,1811,1.144,8.606,2792.637
15-05-2019 11:00,1812,1.149,9.628,3432.607
15-05-2019 12:00,1813,1.155,10.735,3988.494
15-05-2019 13:00,1814,1.159,11.466,4261.027
15-05-2019 14:00,1815,1.162,11.743,4350.172
15-05-2019 15:00,1816,1.165,11.526,4282.65
15-05-2019 16:00,1817,1.167,10.614,3935.195
15-05-2019 17:00,1818,1.169,10.503,3883.65
15-05-2019 18:00,1819,1.171,11.204,4170.503
15-05-2019 19:00,1820,1.173,11.217,4175.18
15-05-2019 20:00,1821,1.175,10.264,3770.795
15-05-2019 21:00,1822,1.175,9.782,3519.419
15-05-2019 22:00,1823,1.172,10.459,3863.74
15-05-2019 23:00,1824,1.167,10.936,4068.848
16-05-2019 00:00,1825,1.161,10.16,3719.48
16-05-2019 01:00,1826,1.157,11.094,4131.519
16-05-2019 02:00,1827,1.153,10.333,3807.849
16-05-2019 03:00,1828,1.15,10.524,3893.469
16-05-2019 04:00,1829,1.148,10.651,3954.197
16-05-2019 05:00,1830,1.147,9.848,3555.796
16-05-2019 06:00,1831,1.145,10.303,3789.901
16-05-2019 07:00,1832,1.145,11.866,4383.527
16-05-2019 08:00,1833,1.145,14.004,4793.882
16-05-2019 09:00,1834,1.147,16.988,4956.556
16-05-2019 10:00,1835,1.151,18.325,4928.961
16-05-2019 11:00,1836,1.157,18.295,4930.586
16-05-2019 12:00,1837,1.162,17.894,4945.682
16-05-2019 13:00,1838,1.166,17.432,4954.9
16-05-2019 14:00,1839,1.17,16.625,4953.053
16-05-2019 15:00,1840,1.173,15.495,4916.16
16-05-2019 16:00,1841,1.176,13.799,4768.652
16-05-2019 17:00,1842,1.178,12.054,4435.161
16-05-2019 18:00,1843,1.18,12.257,4486.867
16-05-2019 19:00,1844,1.183,12.373,4516.609
16-05-2019 20:00,1845,1.185,10.964,4079.664
16-05-2019 21:00,1846,1.185,9.736,3496.75
16-05-2019 22:00,1847,1.18,7.436,1997.134
16-05-2019 23:00,1848,1.174,4.863,579.217
17-05-2019 00:00,1849,1.167,4.134,334.909
17-05-2019 01:00,1850,1.162,5.163,699.778
17-05-2019 02:00,1851,1.158,5.274,749.89
17-05-2019 03:00,1852,1.154,5.872,1036.777
17-05-2019 04:00,1853,1.151,6.371,1318.573
17-05-2019 05:00,1854,1.148,5.372,792.267
17-05-2019 06:00,1855,1.146,4.935,606.528
17-05-2019 07:00,1856,1.146,6.292,1267.895
17-05-2019 08:00,1857,1.146,8.191,2511.079
17-05-2019 09:00,1858,1.149,9.247,3208.043
17-05-2019 10:00,1859,1.154,9.206,3180.752
17-05-2019 11:00,1860,1.159,8.228,2536.227
17-05-2019 12:00,1861,1.164,6.546,1417.732
17-05-2019 13:00,1862,1.168,5.409,808.859
17-05-2019 14:00,1863,1.172,5.644,920.842
17-05-2019 15:00,1864,1.175,6.355,1306.976
17-05-2019 16:00,1865,1.178,7,1703.616
17-05-2019 17:00,1866,1.18,7.426,1988.95
17-05-2019 18:00,1867,1.182,8.389,2646.476
17-05-2019 19:00,1868,1.185,8.611,2796.031
17-05-2019 20:00,1869,1.187,8.442,2687.867
17-05-2019 21:00,1870,1.188,8.084,2441.712
17-05-2019 22:00,1871,1.185,8.675,2842.264
17-05-2019 23:00,1872,1.18,8.463,2696.859
18-05-2019 00:00,1873,1.177,8.975,3035.062
18-05-2019 01:00,1874,1.175,6.976,1687.61
18-05-2019 02:00,1875,1.173,4.126,332.566
18-05-2019 03:00,1876,1.171,3.645,206.569
18-05-2019 04:00,1877,1.169,3.973,288.886
18-05-2019 05:00,1878,1.167,2.951,80.815
18-05-2019 06:00,1879,1.166,2.501,32.615
18-05-2019 07:00,1880,1.165,5.545,877.064
18-05-2019 08:00,1881,1.166,7.168,1818.602
18-05-2019 09:00,1882,1.169,5.592,895.389
18-05-2019 10:00,1883,1.173,5.18,707.199
18-05-2019 11:00,1884,1.179,6.43,1348.344
18-05-2019 12:00,1885,1.184,6.362,1309.769
18-05-2019 13:00,1886,1.188,5.7,952.924
18-05-2019 14:00,1887,1.191,4.779,549.528
18-05-2019 15:00,1888,1.194,4.472,437.755
18-05-2019 16:00,1889,1.197,4.472,437.597
18-05-2019 17:00,1890,1.199,4.413,420.346
18-05-2019 18:00,1891,1.201,4.284,380.046
18-05-2019 19:00,1892,1.202,4.067,312.97
18-05-2019 20:00,1893,1.204,5.549,879.221
18-05-2019 21:00,1894,1.204,6.481,1384.272
18-05-2019 22:00,1895,1.201,6.599,1455.558
18-05-2019 23:00,1896,1.195,6.19,1214.571
19-05-2019 00:00,1897,1.189,6.432,1350.795
19-05-2019 01:00,1898,1.183,5.755,976.23
19-05-2019 02:00,1899,1.178,5.186,709.778
19-05-2019 03:00,1900,1.175,4.684,511.451
19-05-2019 04:00,1901,1.172,3.638,205.965
19-05-2019 05:00,1902,1.17,3.565,187.78
19-05-2019 06:00,1903,1.17,3.844,253.455
19-05-2019 07:00,1904,1.17,4.269,372.68
19-05-2019 08:00,1905,1.172,4.149,339.423
19-05-2019 09:00,1906,1.173,4.052,308.855
19-05-2019 10:00,1907,1.174,4.643,499.838
19-05-2019 11:00,1908,1.176,5.751,974.267
19-05-2019 12:00,1909,1.176,6.427,1348.252
19-05-2019 13:00,1910,1.177,6.379,1318.826
19-05-2019 14:00,1911,1.176,6.269,1254.988
19-05-2019 15:00,1912,1.176,6.003,1107.613
19-05-2019 16:00,1913,1.176,5.79,999.093
19-05-2019 17:00,1914,1.176,5.771,985.014
19-05-2019 18:00,1915,1.177,5.892,1047.021
19-05-2019 19:00,1916,1.177,6.072,1144.472
19-05-2019 20:00,1917,1.178,6.89,1638.383
19-05-2019 21:00,1918,1.178,7.51,2049.418
19-05-2019 22:00,1919,1.177,8.203,2519.515
19-05-2019 23:00,1920,1.175,9.455,3334.997
20-05-2019 00:00,1921,1.172,9.25,3208.577
20-05-2019 01:00,1922,1.169,9.666,3458.242
20-05-2019 02:00,1923,1.166,10.449,3859.448
20-05-2019 03:00,1924,1.164,10.677,3961.065
20-05-2019 04:00,1925,1.162,9.406,3305.159
20-05-2019 05:00,1926,1.16,8.542,2751.002
20-05-2019 06:00,1927,1.16,8.135,2472.628
20-05-2019 07:00,1928,1.16,7.923,2331.472
20-05-2019 08:00,1929,1.162,7.674,2159.446
20-05-2019 09:00,1930,1.164,7.904,2317.7
20-05-2019 10:00,1931,1.167,8.219,2530.606
20-05-2019 11:00,1932,1.17,8.42,2674.173
20-05-2019 12:00,1933,1.173,8.939,3012.011
20-05-2019 13:00,1934,1.175,9.466,3340.843
20-05-2019 14:00,1935,1.178,9.503,3362.34
20-05-2019 15:00,1936,1.179,8.752,2891.318
20-05-2019 16:00,1937,1.181,7.355,1941.667
20-05-2019 17:00,1938,1.182,5.593,896.006
20-05-2019 18:00,1939,1.182,4.694,515.024
20-05-2019 19:00,1940,1.183,4.627,494.384
20-05-2019 20:00,1941,1.184,4.866,581.391
20-05-2019 21:00,1942,1.184,5.74,968.82
20-05-2019 22:00,1943,1.181,6.231,1238.233
20-05-2019 23:00,1944,1.178,6.345,1301.094
21-05-2019 00:00,1945,1.176,6.173,1203.637
21-05-2019 01:00,1946,1.173,6.118,1169.097
21-05-2019 02:00,1947,1.171,5.882,1041.982
21-05-2019 03:00,1948,1.17,5.613,905.802
21-05-2019 04:00,1949,1.169,5.173,704.198
21-05-2019 05:00,1950,1.169,4.782,550.868
21-05-2019 06:00,1951,1.17,5.139,689.812
21-05-2019 07:00,1952,1.171,5.339,777.329
21-05-2019 08:00,1953,1.173,5.228,728.099
21-05-2019 09:00,1954,1.175,5.336,775.687
21-05-2019 10:00,1955,1.177,5.528,868.063
21-05-2019 11:00,1956,1.179,5.812,1005.272
21-05-2019 12:00,1957,1.181,6.076,1148.829
21-05-2019 13:00,1958,1.183,5.987,1099.132
21-05-2019 14:00,1959,1.185,5.558,883.57
21-05-2019 15:00,1960,1.187,5.106,675.903
21-05-2019 16:00,1961,1.188,4.845,571.449
21-05-2019 17:00,1962,1.19,4.215,356.237
21-05-2019 18:00,1963,1.191,4.761,539.828
21-05-2019 19:00,1964,1.193,5.922,1062.83
21-05-2019 20:00,1965,1.194,5.786,996.762
21-05-2019 21:00,1966,1.193,5.564,886.532
21-05-2019 22:00,1967,1.19,5.551,880.355
21-05-2019 23:00,1968,1.186,5.188,710.536
22-05-2019 00:00,1969,1.182,5.105,675.398
22-05-2019 01:00,1970,1.179,5.049,656.009
22-05-2019 02:00,1971,1.176,5.244,734.775
22-05-2019 03:00,1972,1.172,5.273,748.92
22-05-2019 04:00,1973,1.17,4.957,615.044
22-05-2019 05:00,1974,1.167,5.029,647.289
22-05-2019 06:00,1975,1.166,4.981,624.842
22-05-2019 07:00,1976,1.165,5.135,688.299
22-05-2019 08:00,1977,1.166,5.268,745.625
22-05-2019 09:00,1978,1.168,5.596,897.505
22-05-2019 10:00,1979,1.171,6.125,1172.982
22-05-2019 11:00,1980,1.175,6.548,1419.213
22-05-2019 12:00,1981,1.179,6.852,1612.992
22-05-2019 13:00,1982,1.182,7.038,1728.251
22-05-2019 14:00,1983,1.185,7.157,1808.148
22-05-2019 15:00,1984,1.188,7.288,1894.698
22-05-2019 16:00,1985,1.19,7.183,1825.094
22-05-2019 17:00,1986,1.193,6.239,1242.393
22-05-2019 18:00,1987,1.196,5.838,1019.099
22-05-2019 19:00,1988,1.198,5.647,922.414
22-05-2019 20:00,1989,1.2,5.358,785.825
22-05-2019 21:00,1990,1.199,5.294,761.333
22-05-2019 22:00,1991,1.192,5.18,707.361
22-05-2019 23:00,1992,1.181,4.949,611.799
23-05-2019 00:00,1993,1.172,4.56,467.589
23-05-2019 01:00,1994,1.165,3.977,288.965
23-05-2019 02:00,1995,1.158,3.198,118.302
23-05-2019 03:00,1996,1.153,2.259,17.574
23-05-2019 04:00,1997,1.149,1.605,1.595
23-05-2019 05:00,1998,1.145,1.171,0.131
23-05-2019 06:00,1999,1.143,0.947,0.018
23-05-2019 07:00,2000,1.142,1.378,0.498
23-05-2019 08:00,2001,1.143,2.312,20.756
23-05-2019 09:00,2002,1.145,3.097,100.639
23-05-2019 10:00,2003,1.148,3.622,202.283
23-05-2019 11:00,2004,1.153,3.978,289.009
23-05-2019 12:00,2005,1.158,4.071,314.311
23-05-2019 13:00,2006,1.162,3.724,225.216
23-05-2019 14:00,2007,1.166,3.375,149.714
23-05-2019 15:00,2008,1.17,3.431,159.839
23-05-2019 16:00,2009,1.172,3.58,191.053
23-05-2019 17:00,2010,1.174,3.633,204.802
23-05-2019 18:00,2011,1.176,5.188,710.64
23-05-2019 19:00,2012,1.177,7.54,2063.791
23-05-2019 20:00,2013,1.178,9.514,3370.302
23-05-2019 21:00,2014,1.176,9.357,3273.275
23-05-2019 22:00,2015,1.169,8.386,2644.582
23-05-2019 23:00,2016,1.158,8.618,2801.241
24-05-2019 00:00,2017,1.147,8.572,2776.524
24-05-2019 01:00,2018,1.137,8.457,2692.559
24-05-2019 02:00,2019,1.128,8.273,2569.112
24-05-2019 03:00,2020,1.121,8.131,2469.677
24-05-2019 04:00,2021,1.115,8.001,2381.421
24-05-2019 05:00,2022,1.111,7.192,1834.512
24-05-2019 06:00,2023,1.109,5.877,1039.456
24-05-2019 07:00,2024,1.108,5.883,1042.278
24-05-2019 08:00,2025,1.109,7.482,2025.029
24-05-2019 09:00,2026,1.112,8.787,2914.922
24-05-2019 10:00,2027,1.117,9.819,3539.552
24-05-2019 11:00,2028,1.124,10.928,4065.545
24-05-2019 12:00,2029,1.13,10.912,4059.023
24-05-2019 13:00,2030,1.136,10.293,3785.069
24-05-2019 14:00,2031,1.141,9.707,3481.469
24-05-2019 15:00,2032,1.145,8.799,2927.037
24-05-2019 16:00,2033,1.149,8.783,2914.955
24-05-2019 17:00,2034,1.153,11.249,4187.175
24-05-2019 18:00,2035,1.157,13.352,4706.254
24-05-2019 19:00,2036,1.16,14.221,4818.102
24-05-2019 20:00,2037,1.162,14.552,4850.515
24-05-2019 21:00,2038,1.161,14.92,4880.953
24-05-2019 22:00,2039,1.157,15.1,4892.704
24-05-2019 23:00,2040,1.15,15.575,4920.117
25-05-2019 00:00,2041,1.143,13.963,4790.029
25-05-2019 01:00,2042,1.138,14.17,4813.865
25-05-2019 02:00,2043,1.134,13.523,4731.128
25-05-2019 03:00,2044,1.132,12.806,4608.107
25-05-2019 04:00,2045,1.131,12.002,4421.784
25-05-2019 05:00,2046,1.131,11.204,4170.668
25-05-2019 06:00,2047,1.131,11.048,4112.624
25-05-2019 07:00,2048,1.132,11.93,4401.554
25-05-2019 08:00,2049,1.135,13.079,4660.972
25-05-2019 09:00,2050,1.14,13.978,4790.896
25-05-2019 10:00,2051,1.147,14.697,4863.054
25-05-2019 11:00,2052,1.155,14.712,4864.753
25-05-2019 12:00,2053,1.162,13.412,4714.159
25-05-2019 13:00,2054,1.168,11.5,4272.635
25-05-2019 14:00,2055,1.173,10.173,3729.439
25-05-2019 15:00,2056,1.177,8.596,2786.081
25-05-2019 16:00,2057,1.181,7.532,2063.637
25-05-2019 17:00,2058,1.184,8.064,2423.753
25-05-2019 18:00,2059,1.187,8.397,2657.182
25-05-2019 19:00,2060,1.19,8.214,2527.05
25-05-2019 20:00,2061,1.192,7.854,2283.246
25-05-2019 21:00,2062,1.192,7.154,1808.054
25-05-2019 22:00,2063,1.188,6.445,1360.091
25-05-2019 23:00,2064,1.182,5.818,1008.489
26-05-2019 00:00,2065,1.177,5.398,804.142
26-05-2019 01:00,2066,1.173,5.53,870.154
26-05-2019 02:00,2067,1.168,5.799,1003.62
26-05-2019 03:00,2068,1.165,6.018,1115.371
26-05-2019 04:00,2069,1.163,5.966,1091.307
26-05-2019 05:00,2070,1.163,5.115,679.758
26-05-2019 06:00,2071,1.163,5.759,978.469
26-05-2019 07:00,2072,1.164,5.896,1049.421
26-05-2019 08:00,2073,1.166,5.581,894.194
26-05-2019 09:00,2074,1.169,5.529,869.24
26-05-2019 10:00,2075,1.172,6.872,1625.756
26-05-2019 11:00,2076,1.176,6.988,1700.666
26-05-2019 12:00,2077,1.179,4.957,615.017
26-05-2019 13:00,2078,1.182,5.118,680.998
26-05-2019 14:00,2079,1.184,7.234,1860.139
26-05-2019 15:00,2080,1.186,8.098,2452.555
26-05-2019 16:00,2081,1.188,8.36,2626.75
26-05-2019 17:00,2082,1.189,8.973,3033.979
26-05-2019 18:00,2083,1.19,9.612,3423.453
26-05-2019 19:00,2084,1.192,9.567,3397.593
26-05-2019 20:00,2085,1.193,9.699,3473.59
26-05-2019 21:00,2086,1.192,9.398,3302.408
26-05-2019 22:00,2087,1.188,9.3,3238.648
26-05-2019 23:00,2088,1.183,9.292,3233.678
27-05-2019 00:00,2089,1.177,8.945,3015.594
27-05-2019 01:00,2090,1.173,8.282,2578.95
27-05-2019 02:00,2091,1.17,7.879,2297.089
27-05-2019 03:00,2092,1.167,7.497,2036.489
27-05-2019 04:00,2093,1.166,7.355,1941.664
27-05-2019 05:00,2094,1.165,7.243,1867.839
27-05-2019 06:00,2095,1.166,7.424,1988.905
27-05-2019 07:00,2096,1.167,7.85,2282.726
27-05-2019 08:00,2097,1.169,8.359,2626.748
27-05-2019 09:00,2098,1.171,8.555,2762.079
27-05-2019 10:00,2099,1.174,9.008,3061.543
27-05-2019 11:00,2100,1.177,9.245,3208.089
27-05-2019 12:00,2101,1.179,9.76,3507.24
27-05-2019 13:00,2102,1.181,10.309,3792.566
27-05-2019 14:00,2103,1.182,10.208,3747.039
27-05-2019 15:00,2104,1.184,10.072,3675.918
27-05-2019 16:00,2105,1.186,10.582,3923.374
27-05-2019 17:00,2106,1.188,11.439,4252.267
27-05-2019 18:00,2107,1.189,11.742,4350.241
27-05-2019 19:00,2108,1.19,11.678,4328.98
27-05-2019 20:00,2109,1.191,11.26,4194.418
27-05-2019 21:00,2110,1.189,10.653,3954.09
27-05-2019 22:00,2111,1.184,10.01,3642.011
27-05-2019 23:00,2112,1.179,9.653,3451.114
28-05-2019 00:00,2113,1.175,9.382,3288.572
28-05-2019 01:00,2114,1.172,8.442,2687.867
28-05-2019 02:00,2115,1.171,7.885,2300.697
28-05-2019 03:00,2116,1.17,8.411,2661.884
28-05-2019 04:00,2117,1.169,8.402,2660.739
28-05-2019 05:00,2118,1.169,7.939,2337.454
28-05-2019 06:00,2119,1.17,8.959,3025.002
28-05-2019 07:00,2120,1.171,11.507,4276.84
28-05-2019 08:00,2121,1.173,13.671,4753.087
28-05-2019 09:00,2122,1.174,14.993,4885.969
28-05-2019 10:00,2123,1.175,15.824,4931.154
28-05-2019 11:00,2124,1.177,16.359,4947.951
28-05-2019 12:00,2125,1.178,16.193,4943.623
28-05-2019 13:00,2126,1.178,15.669,4924.281
28-05-2019 14:00,2127,1.179,14.854,4875.253
28-05-2019 15:00,2128,1.18,13.825,4772.771
28-05-2019 16:00,2129,1.182,13.231,4685.32
28-05-2019 17:00,2130,1.183,12.869,4620.387
28-05-2019 18:00,2131,1.184,12.605,4568.017
28-05-2019 19:00,2132,1.186,12.616,4569.04
28-05-2019 20:00,2133,1.187,12.786,4604.211
28-05-2019 21:00,2134,1.186,12.769,4601.046
28-05-2019 22:00,2135,1.182,12.87,4620.679
